#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-14T15:26:51 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-14T15:26:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/Nat/598.267/tables1&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1038059801
#Name: J/other/Nat/598.267
#Title: List of radio bursts (Li+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/other/nat/598.267	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/nat/598.267	    IVOID of underlying data collection
#INFO	creator=Li D.	    First author or institution
#INFO	cites=bibcode:2021Natur.598..267L	    Article or Data origin sources
#INFO	journal=Natu	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/Nat/598.267	    Dataset landing page
#INFO	publication_date=2022-09-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_Nat_598_267_tables1:
#Name: J/other/Nat/598.267/tables1
#Title: All relevant data for the 1652 detected burst events
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Burst	(I4)	Burst ID	[ucd=meta.id;meta.main]
#Column	MJD	(F15.9)	Burst time (MJD) (1)	[ucd=time.epoch]
#Column	DM	(F5.1)	Dispersion measure	[ucd=phys.dispMeasure;instr.dispersion]
#Column	e_DM	(F4.1)	Dispersion measure error	[ucd=stat.error]
#Column	Width	(F5.2)	Pulse width error	[ucd=src.var.pulse]
#Column	e_Width	(F5.2)	Pulse width	[ucd=stat.error;spect.line.width]
#Column	Bandwidth	(F6.3)	Bandwidth (2)	[ucd=em.freq]
#Column	Fp	(F8.3)	Peak flux	[ucd=phot.flux]
#Column	e_Fp	(F4.1)	Peak flux error	[ucd=stat.error]
#Column	Fluence	(F7.4)	Fluence	[ucd=phot.fluence;em.gamma.hard]
#Column	e_Fluence	(F7.4)	Fluence error	[ucd=stat.error;phot.fluence]
#Column	E	(D10.3)	Energy	[ucd=phys.energy]
#Column	e_E	(E10.3)	Energy error	[ucd=stat.error]
recno	Burst	MJD	DM	e_DM	Width	e_Width	Bandwidth	Fp	e_Fp	Fluence	e_Fluence	E	e_E
     570	 570	58732.967534867	566.7	 0.3	 4.11	 0.02	 0.400	 102.100	 4.8	 0.4196	 0.0001	 4.492e+38	 1.000e+35
     571	 571	58732.967674861	566.0	 0.5	 4.61	 0.07	 0.160	  11.908	 0.1	 0.0549	 0.0000	 5.872e+37	 4.000e+34
     572	 572	58732.967804005	563.9	 0.3	 2.89	 0.01	 0.400	 279.160	 7.2	 0.8068	 0.0001	 8.636e+38	 0.000e+00
     573	 573	58732.967804022	566.0	 0.5	 8.62	 0.09	 0.500	 131.124	 1.0	 1.1308	 0.0009	 1.210e+39	 1.000e+36
     574	 574	58732.969337565	564.2	 0.3	 4.37	 0.02	 0.400	 126.690	 5.2	 0.5536	 0.0001	 5.927e+38	 1.000e+35
     575	 575	58732.969337593	566.0	 0.5	 4.47	 0.07	 0.500	  67.292	 0.5	 0.3011	 0.0003	 3.224e+38	 2.000e+35
     576	 576	58732.969435287	566.0	 0.5	 3.25	 0.05	 0.095	   7.593	 0.1	 0.0247	 0.0000	 2.644e+37	 2.000e+34
     577	 577	58732.970732246	563.4	 0.3	 4.11	 0.01	 0.400	 727.590	12.8	 2.9904	 0.0001	 3.201e+39	 0.000e+00
     578	 578	58732.970732256	566.0	 0.5	 9.69	 0.09	 0.500	 353.030	 2.6	 3.4194	 0.0028	 3.660e+39	 3.000e+36
     579	 579	58732.970815125	569.8	 0.5	 4.28	 0.06	 0.130	   5.793	 0.0	 0.0248	 0.0000	 2.657e+37	 2.000e+34
     580	 580	58732.972298553	567.2	 0.5	 6.70	 0.90	 0.120	  11.730	 0.1	 0.0786	 0.0001	 8.415e+37	 6.000e+34
     581	 581	58732.972711886	566.0	 0.5	 3.17	 0.05	 0.030	  10.061	 0.1	 0.0319	 0.0000	 3.419e+37	 2.000e+34
     582	 582	58732.973036794	563.7	 0.5	 9.17	 0.09	 0.250	   8.861	 0.1	 0.0813	 0.0001	 8.700e+37	 7.000e+34
     583	 583	58732.973060540	567.6	 0.5	 7.77	 0.09	 0.100	   5.712	 0.0	 0.0444	 0.0000	 4.750e+37	 3.000e+34
     584	 584	58732.973116815	566.0	 0.5	 1.85	 0.03	 0.120	  18.385	 0.1	 0.0340	 0.0000	 3.637e+37	 3.000e+34
     585	 585	58732.973186998	566.0	 0.5	 4.32	 0.06	 0.130	  11.847	 0.1	 0.0512	 0.0000	 5.484e+37	 4.000e+34
     586	 586	58732.973971205	564.2	 0.3	 3.76	 0.02	 0.100	 124.210	 5.1	 0.4670	 0.0001	 4.999e+38	 0.000e+00
     587	 587	58732.973971228	566.0	 0.5	 4.69	 0.07	 0.400	  27.183	 0.2	 0.1275	 0.0001	 1.365e+38	 1.000e+35
     588	 588	58732.974367635	566.0	 0.5	 2.18	 0.03	 0.140	  12.231	 0.1	 0.0266	 0.0000	 2.852e+37	 2.000e+34
     589	 589	58732.974600192	564.9	 0.6	 2.63	 0.03	 0.100	  70.720	 5.8	 0.1860	 0.0002	 1.991e+38	 1.000e+35
     590	 590	58732.974977695	562.7	 0.1	 3.34	 0.02	 0.300	 116.900	 5.4	 0.3905	 0.0001	 4.180e+38	 1.000e+35
     591	 591	58732.974977709	566.0	 0.5	 4.98	 0.07	 0.190	  21.727	 0.2	 0.1082	 0.0001	 1.158e+38	 0.000e+00
     592	 592	58732.975286059	566.0	 0.5	 3.86	 0.06	 0.160	  17.328	 0.1	 0.0669	 0.0001	 7.164e+37	 5.000e+34
     593	 593	58732.975593219	566.0	 0.5	 4.04	 0.06	 0.130	  12.168	 0.1	 0.0492	 0.0000	 5.266e+37	 4.000e+34
     594	 594	58732.975965649	566.0	 0.5	 2.89	 0.04	 0.070	  12.090	 0.1	 0.0350	 0.0000	 3.744e+37	 3.000e+34
     595	 595	58732.975990923	564.2	 0.4	 2.87	 0.01	 0.200	 141.210	 6.0	 0.4053	 0.0001	 4.338e+38	 0.000e+00
     596	 596	58732.975990932	566.0	 0.5	 3.04	 0.04	 0.170	  38.054	 0.3	 0.1156	 0.0001	 1.237e+38	 1.000e+35
     597	 597	58732.976424175	565.0	 0.5	 6.60	 0.90	 0.130	   9.571	 0.1	 0.0632	 0.0001	 6.760e+37	 5.000e+34
     598	 598	58732.976571315	566.0	 0.5	 3.55	 0.05	 0.080	  14.701	 0.1	 0.0521	 0.0000	 5.581e+37	 4.000e+34
     599	 599	58732.977039631	558.0	 0.5	 5.57	 0.08	 0.120	   4.769	 0.0	 0.0266	 0.0000	 2.845e+37	 2.000e+34
     600	 600	58732.977563519	563.2	 0.5	 1.87	 0.02	 0.100	  87.010	 7.1	 0.1627	 0.0001	 1.742e+38	 1.000e+35
     601	 601	58732.977597324	567.2	 0.5	78.52	 0.09	 0.170	   9.990	 0.1	 0.7844	 0.0007	 8.397e+38	 7.000e+35
     602	 602	58732.979596159	564.7	 0.6	10.58	 0.08	 0.150	  49.360	 3.1	 0.5222	 0.0002	 5.590e+38	 2.000e+35
     603	 603	58732.979835785	564.1	 0.5	 6.96	 0.09	 0.060	   9.351	 0.1	 0.0651	 0.0001	 6.970e+37	 5.000e+34
     604	 604	58732.979952333	567.3	 0.5	 6.15	 0.04	 0.250	  74.100	 4.0	 0.4557	 0.0002	 4.878e+38	 1.000e+35
     605	 605	58732.980591159	565.4	 0.5	 9.12	 0.09	 0.180	  11.720	 0.1	 0.1069	 0.0001	 1.144e+38	 0.000e+00
     606	 606	58732.980598193	565.4	 0.5	 5.82	 0.08	 0.100	   7.010	 0.1	 0.0408	 0.0000	 4.364e+37	 3.000e+34
     607	 607	58732.981322138	566.0	 0.5	 3.95	 0.06	 0.070	  13.595	 0.1	 0.0537	 0.0000	 5.745e+37	 4.000e+34
     608	 608	58732.982078055	566.0	 0.5	 3.73	 0.05	 0.260	  11.732	 0.1	 0.0438	 0.0000	 4.685e+37	 3.000e+34
     609	 609	58732.982584051	567.6	 0.5	 5.90	 0.90	 0.200	  13.353	 0.1	 0.0788	 0.0001	 8.440e+37	 7.000e+34
     610	 610	58732.983023762	566.0	 0.5	 3.92	 0.06	 0.080	  14.856	 0.1	 0.0583	 0.0000	 6.240e+37	 5.000e+34
     611	 611	58732.983602733	569.4	 0.5	 3.00	 0.40	 0.340	  11.444	 0.1	 0.0344	 0.0000	 3.680e+37	 3.000e+34
     612	 612	58732.983666084	566.3	 0.5	 6.77	 0.09	 0.110	  15.811	 0.1	 0.1070	 0.0001	 1.146e+38	 0.000e+00
     613	 613	58732.983872265	569.4	 0.5	 4.38	 0.06	 0.200	  21.562	 0.2	 0.0944	 0.0001	 1.010e+38	 0.000e+00
     614	 614	58732.983903348	564.6	 0.3	 2.45	 0.02	 0.050	  83.320	 6.3	 0.2041	 0.0001	 2.185e+38	 1.000e+35
     615	 615	58732.983903357	564.1	 0.5	 3.45	 0.05	 0.300	  21.542	 0.2	 0.0743	 0.0001	 7.949e+37	 6.000e+34
     616	 616	58732.985265531	566.0	 0.5	 3.29	 0.05	 0.080	  12.339	 0.1	 0.0406	 0.0000	 4.344e+37	 3.000e+34
     617	 617	58732.985768403	567.2	 0.7	 3.29	 0.03	 0.100	  62.270	 5.3	 0.2049	 0.0002	 2.193e+38	 1.000e+35
     618	 618	58732.986154571	564.5	 0.5	 5.70	 0.80	 0.070	   9.919	 0.1	 0.0566	 0.0000	 6.055e+37	 5.000e+34
     619	 619	58732.986559983	559.7	 0.5	 2.40	 0.40	 0.070	   5.192	 0.0	 0.0125	 0.0000	 1.335e+37	 1.000e+34
     620	 620	58732.987803415	556.7	 0.5	 7.81	 0.09	 0.150	   2.447	 0.0	 0.0191	 0.0000	 2.046e+37	 1.000e+34
     621	 621	58732.988103041	563.2	 0.5	 3.82	 0.06	 0.400	   7.613	 0.1	 0.0291	 0.0000	 3.113e+37	 2.000e+34
     622	 622	58732.988630873	564.1	 0.5	 3.01	 0.04	 0.200	  15.248	 0.1	 0.0459	 0.0000	 4.909e+37	 4.000e+34
     623	 623	58732.988697512	566.0	 0.5	 3.86	 0.06	 0.100	  11.908	 0.1	 0.0460	 0.0000	 4.923e+37	 4.000e+34
     624	 624	58732.988990540	557.1	 0.5	 6.28	 0.09	 0.150	   3.583	 0.0	 0.0225	 0.0000	 2.407e+37	 2.000e+34
     625	 625	58732.989558098	566.0	 0.5	 3.34	 0.05	 0.110	  12.495	 0.1	 0.0418	 0.0000	 4.471e+37	 3.000e+34
     626	 626	58732.989854519	563.2	 0.5	 3.74	 0.05	 0.100	   3.348	 0.0	 0.0125	 0.0000	 1.342e+37	 1.000e+34
     627	 627	58732.990345766	563.7	 0.5	 6.67	 0.09	 0.130	  16.596	 0.1	 0.1106	 0.0001	 1.184e+38	 1.000e+35
     628	 628	58732.990365735	567.2	 0.5	 5.74	 0.08	 0.070	  11.181	 0.1	 0.0642	 0.0001	 6.870e+37	 6.000e+34
     629	 629	58732.990610342	566.0	 0.5	 3.11	 0.05	 0.120	  12.151	 0.1	 0.0378	 0.0000	 4.045e+37	 3.000e+34
     630	 630	58732.991126048	561.9	 0.5	 4.93	 0.07	 0.420	  15.976	 0.1	 0.0788	 0.0001	 8.435e+37	 7.000e+34
     631	 631	58732.991566253	568.1	 0.5	 3.28	 0.05	 0.180	   6.537	 0.1	 0.0214	 0.0000	 2.295e+37	 2.000e+34
     632	 632	58732.991959144	565.4	 0.5	 7.54	 0.09	 0.090	   7.673	 0.1	 0.0579	 0.0001	 6.197e+37	 5.000e+34
     633	 633	58733.900010181	568.9	 0.6	 3.37	 0.05	 0.050	  64.740	 6.6	 0.2182	 0.0003	 2.336e+38	 3.000e+35
     634	 634	58733.901694460	563.9	 0.3	 4.21	 0.00	 0.400	 861.120	 7.7	 3.6253	 0.0000	 3.881e+39	 0.000e+00
     635	 635	58733.901694603	566.3	 0.3	 4.38	 0.01	 0.400	 327.060	 7.6	 1.4325	 0.0001	 1.533e+39	 0.000e+00
     636	 636	58733.902458274	567.5	 0.8	 7.63	 0.04	 0.300	  97.260	 4.5	 0.7421	 0.0002	 7.944e+38	 2.000e+35
     637	 637	58733.902458290	568.2	 1.0	 3.42	 0.01	 0.200	 325.540	 6.7	 1.1134	 0.0001	 1.192e+39	 0.000e+00
     638	 638	58733.902474103	564.7	 0.4	 2.80	 0.10	 0.270	 675.200	 4.5	 1.8906	 0.0000	 2.024e+39	 0.000e+00
     639	 639	58733.902474105	564.7	 0.4	 2.80	 0.10	 0.270	 676.300	 4.5	 1.8936	 0.0000	 2.027e+39	 0.000e+00
     640	 640	58733.903045636	566.2	 0.4	 4.16	 0.06	 0.300	  54.620	 6.1	 0.2272	 0.0003	 2.432e+38	 3.000e+35
     641	 641	58733.903045750	566.4	 0.3	 4.80	 0.40	 0.300	  80.010	 5.7	 0.3841	 0.0002	 4.111e+38	 2.000e+35
     642	 642	58733.903382434	565.9	 0.5	 8.17	 0.09	 0.110	  13.691	 0.2	 0.1119	 0.0002	 1.197e+38	 1.000e+35
     643	 643	58733.905241181	564.5	 0.2	 2.67	 0.00	 0.400	 842.390	 7.3	 2.2492	 0.0000	 2.408e+39	 0.000e+00
     644	 644	58733.905858627	569.2	 0.6	 7.10	 0.50	 0.200	  70.430	 4.3	 0.5000	 0.0002	 5.353e+38	 2.000e+35
     645	 645	58733.905858642	569.1	 0.7	 7.10	 0.60	 0.220	  70.800	 4.5	 0.5027	 0.0003	 5.381e+38	 2.000e+35
     646	 646	58733.906509252	563.9	 0.7	 4.50	 0.40	 0.150	  65.300	 4.2	 0.2939	 0.0002	 3.146e+38	 1.000e+35
     647	 647	58733.906509255	563.9	 0.7	 9.72	 0.04	 0.200	 161.340	 4.0	 1.5682	 0.0002	 1.679e+39	 0.000e+00
     648	 648	58733.906509369	563.9	 0.7	 5.93	 0.05	 0.250	  95.160	 5.4	 0.5643	 0.0003	 6.041e+38	 2.000e+35
     649	 649	58733.907859850	567.5	 0.6	 4.67	 0.05	 0.300	  94.180	 6.0	 0.4398	 0.0003	 4.708e+38	 3.000e+35
     650	 650	58733.907859872	567.5	 0.6	 5.45	 0.09	 0.400	  44.560	 5.1	 0.2429	 0.0006	 2.600e+38	 6.000e+35
     651	 651	58733.910312411	564.8	 0.5	 5.95	 0.03	 0.300	  97.350	 4.7	 0.5792	 0.0002	 6.201e+38	 1.000e+35
     652	 652	58733.910312413	564.9	 0.5	 5.95	 0.03	 0.301	  97.350	 4.7	 0.5792	 0.0002	 6.201e+38	 1.000e+35
     653	 653	58733.912430508	563.2	 0.3	 4.10	 0.30	 0.400	 136.460	 9.3	 0.5595	 0.0003	 5.989e+38	 3.000e+35
     654	 654	58733.912430509	563.2	 0.3	 3.80	 0.40	 0.400	 133.100	 8.9	 0.5058	 0.0004	 5.414e+38	 3.000e+35
     655	 655	58733.912430829	563.6	 0.3	 3.41	 0.03	 0.400	 168.710	 9.5	 0.5753	 0.0003	 6.159e+38	 2.000e+35
     656	 656	58733.912430833	563.6	 0.3	 2.80	 0.90	 0.400	  42.760	10.3	 0.1197	 0.0010	 1.282e+38	 1.000e+36
     657	 657	58733.912851239	567.4	 0.9	 9.99	 0.05	 0.170	  86.760	 3.6	 0.8667	 0.0002	 9.278e+38	 1.000e+35
     658	 658	58733.912851251	567.4	 0.9	 8.70	 0.60	 0.150	  84.300	 3.2	 0.7334	 0.0002	 7.851e+38	 2.000e+35
     659	 659	58733.913161412	565.1	 0.3	 1.30	 0.00	 0.200	 254.300	 3.1	 0.3306	 0.0000	 3.539e+38	 0.000e+00
     660	 660	58733.913161418	565.1	 0.3	 1.32	 0.00	 0.400	 554.890	 4.6	 0.7325	 0.0000	 7.841e+38	 0.000e+00
     661	 661	58733.913557158	564.4	 0.3	 2.18	 0.01	 0.400	 244.260	 8.0	 0.5325	 0.0001	 5.700e+38	 0.000e+00
     662	 662	58733.913557162	564.3	 0.3	 2.10	 0.10	 0.400	 243.160	 7.1	 0.5106	 0.0000	 5.466e+38	 0.000e+00
     663	 663	58733.913711815	570.0	 0.6	 6.99	 0.08	 0.150	  46.760	 4.5	 0.3268	 0.0004	 3.499e+38	 3.000e+35
     664	 664	58733.913760331	565.0	 0.5	 4.60	 0.70	 0.190	   4.788	 0.1	 0.0220	 0.0000	 2.355e+37	 2.000e+34
     665	 665	58733.914038777	565.2	 0.5	 3.18	 0.02	 0.070	 119.910	 6.3	 0.3813	 0.0001	 4.082e+38	 1.000e+35
     666	 666	58733.914038784	565.2	 0.5	 3.60	 0.40	 0.290	 110.200	 5.2	 0.3967	 0.0002	 4.247e+38	 2.000e+35
     667	 667	58733.915528583	567.8	 0.8	 8.06	 0.06	 0.110	  70.560	 4.1	 0.5687	 0.0002	 6.088e+38	 2.000e+35
     668	 668	58733.915528588	567.8	 0.8	 6.01	 0.05	 0.170	  81.400	 3.8	 0.4892	 0.0002	 5.237e+38	 1.000e+35
     669	 669	58733.915571347	568.9	 0.6	 6.84	 0.04	 0.150	  92.140	 4.4	 0.6302	 0.0002	 6.747e+38	 1.000e+35
     670	 670	58733.915571357	568.9	 0.6	 4.80	 0.30	 0.150	  73.100	 3.3	 0.3509	 0.0001	 3.756e+38	 1.000e+35
     671	 671	58733.916132811	564.5	 0.5	 4.17	 0.06	 0.060	   2.488	 0.0	 0.0104	 0.0000	 1.111e+37	 1.000e+34
     672	 672	58733.916722510	568.5	 1.2	 9.50	 0.90	 0.070	  46.440	 3.5	 0.4412	 0.0003	 4.723e+38	 3.000e+35
     673	 673	58733.916722514	568.5	 1.2	 3.40	 0.40	 0.130	  63.210	 7.2	 0.2149	 0.0003	 2.301e+38	 3.000e+35
     674	 674	58733.916925760	565.2	 0.4	 2.45	 0.03	 0.050	  67.150	 7.4	 0.1645	 0.0002	 1.761e+38	 2.000e+35
     675	 675	58733.916925966	563.1	 1.2	 6.05	 0.09	 0.080	  16.240	 5.1	 0.0983	 0.0011	 1.052e+38	 1.200e+36
     676	 676	58733.916926157	562.7	 0.3	 2.74	 0.05	 0.100	  50.530	 7.3	 0.1384	 0.0003	 1.482e+38	 3.000e+35
     677	 677	58733.917375268	565.9	 0.5	 0.34	 0.01	 0.105	   4.741	 0.1	 0.0016	 0.0000	 1.727e+36	 2.000e+33
     678	 678	58733.918090562	566.0	 0.7	 7.58	 0.05	 0.060	  72.680	 4.1	 0.5509	 0.0002	 5.897e+38	 2.000e+35
     679	 679	58733.918090601	566.0	 0.7	 7.54	 0.06	 0.100	  68.710	 5.1	 0.5181	 0.0003	 5.546e+38	 3.000e+35
     680	 680	58733.918527059	566.1	 0.4	 2.65	 0.03	 0.100	  75.650	 6.6	 0.2005	 0.0002	 2.146e+38	 1.000e+35
     681	 681	58733.918653427	568.3	 0.6	 9.13	 0.04	 0.300	  90.560	 3.7	 0.8268	 0.0002	 8.851e+38	 1.000e+35
     682	 682	58733.918653430	568.3	 0.6	 8.71	 0.05	 0.300	  86.210	 5.2	 0.7509	 0.0003	 8.038e+38	 2.000e+35
     683	 683	58733.918776494	567.9	 0.5	 5.55	 0.05	 0.250	  65.270	 4.6	 0.3623	 0.0002	 3.878e+38	 2.000e+35
     684	 684	58733.919049258	562.5	 0.5	 1.38	 0.01	 0.200	 104.100	 9.1	 0.1437	 0.0001	 1.538e+38	 1.000e+35
     685	 685	58733.919490158	565.5	 0.2	 2.26	 0.02	 0.120	  90.330	 7.0	 0.2041	 0.0001	 2.185e+38	 1.000e+35
     686	 686	58733.922554366	562.6	 0.3	 1.08	 0.04	 0.050	  42.100	10.5	 0.0455	 0.0004	 4.867e+37	 4.600e+35
     687	 687	58733.923172712	564.2	 0.3	 1.83	 0.02	 0.100	  77.330	 7.6	 0.1415	 0.0002	 1.515e+38	 1.000e+35
     688	 688	58733.924198436	565.4	 0.4	 3.26	 0.07	 0.200	  32.480	 6.0	 0.1059	 0.0004	 1.133e+38	 4.000e+35
     689	 689	58733.924198899	566.4	 1.1	 2.33	 0.05	 0.150	  45.160	 7.9	 0.1052	 0.0004	 1.126e+38	 4.000e+35
     690	 690	58733.924199240	566.4	 1.1	 4.41	 0.06	 0.150	  50.190	 5.5	 0.2213	 0.0003	 2.369e+38	 3.000e+35
     691	 691	58733.924199397	566.4	 1.1	 4.24	 0.05	 0.150	  54.080	 5.6	 0.2293	 0.0003	 2.455e+38	 3.000e+35
     692	 692	58733.924411719	565.4	 0.4	 2.67	 0.01	 0.150	 336.420	 6.5	 0.8982	 0.0000	 9.616e+38	 0.000e+00
     693	 693	58733.924411721	565.4	 0.4	 1.01	 0.02	 0.150	  59.610	 5.1	 0.0602	 0.0001	 6.445e+37	 1.100e+35
     694	 694	58733.925090081	566.3	 0.6	 5.36	 0.05	 0.100	  63.060	 4.5	 0.3380	 0.0002	 3.618e+38	 2.000e+35
     695	 695	58733.926691786	562.4	 0.5	 4.40	 0.60	 0.050	  11.228	 0.1	 0.0494	 0.0001	 5.292e+37	 5.000e+34
     696	 696	58733.927318696	564.2	 0.2	 2.01	 0.02	 0.100	  73.800	 7.2	 0.1483	 0.0002	 1.588e+38	 1.000e+35
     697	 697	58733.927690363	555.8	 0.5	 6.18	 0.09	 0.300	   4.081	 0.0	 0.0252	 0.0000	 2.698e+37	 3.000e+34
     698	 698	58733.928217035	566.4	 0.5	10.16	 0.09	 0.300	  36.580	 3.4	 0.3716	 0.0004	 3.978e+38	 4.000e+35
     699	 699	58733.928217204	564.5	 0.4	 3.06	 0.04	 0.300	  56.070	 6.0	 0.1716	 0.0002	 1.837e+38	 2.000e+35
     700	 700	58733.928457350	569.4	 0.7	 6.77	 0.05	 0.200	  67.500	 3.9	 0.4570	 0.0002	 4.892e+38	 1.000e+35
     701	 701	58733.929699545	566.0	 0.5	 3.45	 0.05	 0.180	   8.216	 0.1	 0.0283	 0.0000	 3.033e+37	 3.000e+34
     702	 702	58733.930019841	563.8	 0.5	 1.84	 0.02	 0.050	  85.190	 7.4	 0.1568	 0.0001	 1.678e+38	 1.000e+35
     703	 703	58733.930019842	563.8	 0.5	 6.89	 0.04	 0.130	  65.530	 5.4	 0.4515	 0.0002	 4.833e+38	 2.000e+35
     704	 704	58733.930442763	562.3	 0.5	 3.26	 0.05	 0.150	   5.940	 0.1	 0.0194	 0.0000	 2.072e+37	 2.000e+34
     705	 705	58733.930559496	564.8	 0.6	 5.89	 0.04	 0.100	  77.850	 4.2	 0.4585	 0.0002	 4.909e+38	 1.000e+35
     706	 706	58733.930626087	566.0	 0.5	 7.87	 0.09	 0.100	  22.839	 0.2	 0.1797	 0.0002	 1.923e+38	 2.000e+35
     707	 707	58733.930626091	564.6	 0.2	 2.39	 0.02	 0.150	 111.520	 6.4	 0.2665	 0.0001	 2.853e+38	 1.000e+35
     708	 708	58733.930637383	566.4	 1.2	 7.83	 0.09	 0.150	  36.090	 3.7	 0.2826	 0.0004	 3.025e+38	 3.000e+35
     709	 709	58733.930647496	566.0	 0.5	 2.92	 0.04	 0.095	  13.409	 0.1	 0.0392	 0.0000	 4.194e+37	 4.000e+34
     710	 710	58733.930933352	568.1	 0.5	 7.21	 0.09	 0.290	  15.148	 0.1	 0.1092	 0.0001	 1.168e+38	 1.000e+35
     711	 711	58733.930933372	568.3	 0.7	 4.76	 0.05	 0.050	  52.150	 4.7	 0.2482	 0.0002	 2.657e+38	 2.000e+35
     712	 712	58733.931072280	566.0	 0.5	 3.94	 0.06	 0.180	   8.408	 0.1	 0.0331	 0.0000	 3.548e+37	 3.000e+34
     713	 713	58733.931243099	565.6	 0.5	 4.61	 0.07	 0.070	  18.113	 0.2	 0.0836	 0.0001	 8.948e+37	 9.000e+34
     714	 714	58735.011288763	569.4	 0.5	 8.71	 0.09	 0.110	  10.801	 0.1	 0.0941	 0.0001	 1.007e+38	 1.000e+35
     715	 715	58735.014135350	564.0	 0.7	 7.60	 0.90	 0.200	  41.570	 4.1	 0.3159	 0.0004	 3.382e+38	 3.000e+35
     716	 716	58735.015124262	564.2	 0.3	 2.56	 0.01	 0.400	 220.160	 6.6	 0.5636	 0.0001	 6.033e+38	 0.000e+00
     717	 717	58735.016395653	567.7	 0.9	 4.34	 0.08	 0.400	  35.300	 5.8	 0.1532	 0.0005	 1.640e+38	 5.000e+35
     718	 718	58735.016396008	567.3	 0.4	12.77	 0.09	 0.320	  31.990	 3.2	 0.4085	 0.0005	 4.373e+38	 5.000e+35
     719	 719	58735.017492352	568.6	 0.8	 6.24	 0.05	 0.200	  60.090	 4.2	 0.3750	 0.0002	 4.014e+38	 2.000e+35
     720	 720	58735.018551143	568.4	 0.8	14.90	 0.60	 0.300	  89.190	 3.0	 1.3289	 0.0002	 1.423e+39	 0.000e+00
     721	 721	58735.018553246	567.1	 0.6	 3.66	 0.04	 0.300	  75.850	 8.1	 0.2776	 0.0004	 2.972e+38	 3.000e+35
     722	 722	58735.018564200	565.6	 0.6	 7.09	 0.05	 0.250	  63.980	 3.9	 0.4536	 0.0002	 4.856e+38	 2.000e+35
     723	 723	58735.019356893	564.4	 0.4	 5.92	 0.04	 0.200	  72.510	 4.5	 0.4293	 0.0002	 4.595e+38	 2.000e+35
     724	 724	58735.019820485	568.1	 0.5	 3.42	 0.05	 0.180	   7.845	 0.1	 0.0268	 0.0000	 2.874e+37	 3.000e+34
     725	 725	58735.021348982	570.0	 1.1	 8.03	 0.07	 0.200	  51.180	 3.9	 0.4110	 0.0003	 4.399e+38	 2.000e+35
     726	 726	58735.021948411	564.5	 0.6	 3.55	 0.03	 0.150	  90.800	 5.6	 0.3223	 0.0001	 3.451e+38	 1.000e+35
     727	 727	58735.022426651	568.3	 0.5	 7.86	 0.04	 0.300	  90.070	 4.0	 0.7079	 0.0002	 7.578e+38	 1.000e+35
     728	 728	58735.022743110	564.6	 0.5	 2.77	 0.03	 0.050	  66.040	 6.4	 0.1829	 0.0002	 1.958e+38	 2.000e+35
     729	 729	58735.023312496	565.1	 0.4	 2.72	 0.03	 0.100	  71.490	 6.6	 0.1945	 0.0002	 2.082e+38	 2.000e+35
     730	 730	58735.023335389	566.7	 0.4	 3.35	 0.02	 0.200	  94.690	 5.7	 0.3172	 0.0001	 3.396e+38	 1.000e+35
     731	 731	58735.025054035	568.4	 0.6	 3.66	 0.05	 0.230	  54.530	 5.9	 0.1996	 0.0003	 2.136e+38	 2.000e+35
     732	 732	58735.026639952	566.7	 0.7	21.27	 0.09	 0.400	  31.100	 2.6	 0.6615	 0.0006	 7.081e+38	 6.000e+35
     733	 733	58735.027081056	563.9	 0.3	 2.58	 0.00	 0.350	 679.990	 7.4	 1.7544	 0.0000	 1.878e+39	 0.000e+00
     734	 734	58735.028468657	566.1	 0.7	 5.38	 0.03	 0.180	  89.440	 4.7	 0.4812	 0.0002	 5.151e+38	 1.000e+35
     735	 735	58735.028658842	569.8	 0.5	 3.64	 0.05	 0.090	   4.935	 0.1	 0.0179	 0.0000	 1.921e+37	 2.000e+34
     736	 736	58735.029045242	562.8	 0.5	 6.74	 0.09	 0.130	   7.451	 0.1	 0.0502	 0.0001	 5.373e+37	 6.000e+34
     737	 737	58735.031125232	562.3	 0.2	 0.94	 0.01	 0.350	 132.120	13.8	 0.1242	 0.0002	 1.329e+38	 1.000e+35
